total_return,win_rate,profit_factor,max_drawdown,sharpe_ratio,total_trades,winning_trades,losing_trades,avg_win,avg_loss,final_capital,coin
7.719693186760597,38.88888888888889,1.0643402262608657,35.3433030112207,0.8121287680769181,54,21,33,608.1050889678816,363.5829560499834,10771.96931867606,XTZ/USDT
-39.90568328704487,44.95412844036697,0.8382866662118609,68.88599923308519,-0.7388255503617615,109,49,60,422.16808585681963,411.2800755948108,6009.431671295512,WIF/USDT
-58.39633087135256,40.67796610169492,0.517179921722053,63.92806502183211,-2.6992235424054427,118,48,70,130.31687504509645,172.78347270428412,4160.366912864743,AAVE/USDT
-12.796884268958983,0.0,0.0,12.796884268958983,-546267994030001.44,71,0,71,0.0,17.789975981066828,8720.311573104102,MKR/USDT
5.248691062009256,41.42857142857143,1.019314301977143,53.44892001179701,0.6897296244523359,70,29,41,955.1731669418165,662.8086032954086,10524.869106200926,SNX/USDT
-58.41458664339216,39.130434782608695,0.5663852832987477,67.10323381675799,-4.1920587233837034,69,27,42,282.59566171498045,320.7509888248498,4158.541335660784,CRV/USDT
-21.311635657416293,42.15686274509804,0.8814414984530818,53.62242991054428,-0.6117260579664754,102,43,59,368.4759260394224,304.6716675497762,7868.836434258371,LDO/USDT
-23.266700927772764,49.18032786885246,0.7710775867396547,41.399955162424575,-1.0563035762122062,61,30,31,261.23016014130684,327.8572547424672,7673.329907222724,IMX/USDT
-53.96433999391821,36.84210526315789,0.385782074534647,59.5279357199148,-3.173084937862484,38,14,24,242.10200798931186,366.07758796842455,4603.566000608179,RENDER/USDT
34.55926084336704,45.3125,1.1796035539074161,32.18578065625276,1.0623978595738703,128,58,70,391.3430252002438,274.88527681824917,13455.926084336705,APE/USDT
-23.72690213951486,45.27027027027027,0.8307189766554833,41.827674921890704,-0.40273463114007446,148,67,81,172.72145946098533,171.98158669432567,7627.309786048514,CHZ/USDT
-33.208539689397206,46.51162790697674,0.8235149758938017,37.45895614534296,-0.6034989799612593,172,80,92,193.69724074524066,204.52862204955406,6679.14603106028,EGLD/USDT
-17.832453584702634,48.717948717948715,0.7694583264667325,37.92988079577535,-1.5056822185897012,39,19,20,313.25150304061356,386.75119581209594,8216.754641529737,FLOW/USDT
29.929696638646746,50.920245398773,1.0897200117940058,46.288287281406575,0.9137231456134205,163,83,80,437.975509976205,416.98747080200417,12992.969663864675,ICP/USDT
63.674341025644466,50.993377483443716,1.2259807897473238,36.631656714795604,1.424303844457997,151,77,74,405.47632163826506,344.14450407565323,16367.434102564446,HBAR/USDT
-31.47294867186122,45.689655172413794,0.7404748719852102,51.04684286739215,-1.2770872727836464,116,53,63,176.9500998421489,201.03691298502355,6852.705132813878,QNT/USDT
